Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method,Country,City,State,isInTop100
Amazing Soul Games,https://www.crunchbase.com/organization/amazing-soul-games,"Computer, Gaming, Video Games","Medellín, Antioquia, Colombia",Amazing Soul Game Studio is a videogame production company.,"187,620",Latin America,Less than $1M,Active,01/01/2013,year,,,,,For Profit,http://www.amazingsoulgames.com/,https://twitter.com/amazingsgstudio,https://www.facebook.com/amazingsoulgames,,,,,,Amazing Soul Game Studio is a videogame production company.,,,,,,,,,,,,,,"Consumer Electronics, Gaming, Hardware",2,"Daniel Escorce, Diego Ossa",01-Oct,1,Seed,01/09/2016,25000,USD,25000,Seed,25000,USD,25000,Seed,25000,USD,25000,25000,USD,25000,GameFounders,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"199,701",10,,,,,,,,,,,,Colombia,Medellín,Antioquia,0
Nuevos Horizontes de Información,https://www.crunchbase.com/organization/nuevos-horizontes-de-información,"Information Services, Transportation, Travel","Bogotá, Distrito Especial, Colombia",Nuevos Horizontes de Información is an organization focused on optimizing the information tools.,"187,741",Latin America,$1M to $10M,Active,01/01/2011,year,,,,,For Profit,http://www.nhi.com.co/,,,https://www.linkedin.com/company/n-h-i--nuevos-horizontes-de-informaci%C3%B3n--s-a-s-/?originalSubdomain=in,comercial@nhi.com.co,-1095,,,"Nuevos Horizontes de Información is an organization focused on optimizing the information tools, with the purpose of improving the travel experience of the users of the transport service in Colombia, in its modalities: air, land, rail and fluvial. In the year 2017, 25% of the travelers in Colombia that use the transport service, in its air, land, river and rail modalities, will use the developments offered by our Organization as support for the adoption of intelligent decisions.",,,,,,,,,,,,,,"Information Technology, Transportation, Travel and Tourism",,,01-Oct,1,Seed,01/04/2018,20000,USD,20000,Seed,20000,USD,20000,Seed,20000,USD,20000,20000,USD,20000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"199,834",7,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
StudioSnaps,https://www.crunchbase.com/organization/studiosnaps,"Advertising, Consumer, E-Commerce, iOS, Real Time, Software","Bogotá, Distrito Especial, Colombia",Studiosnaps rethinks the traditional photobooth concept to transform a most commonly considered party favor into a new form of outdoor,"189,089",Latin America,Less than $1M,Active,01/01/2011,year,,,,,For Profit,http://studiosnaps.com,http://twitter.com/studiosnaps,,,info@studiosnaps.com,760 924 84,,,"Studiosnaps rethinks the traditional photobooth concept to transform a most commonly considered party favor into a new form of outdoor media. We develop software and electronics to make each booth an intelligent and real-time reactive brand utility that is both offline and online. We are building this media by permanently placing photo booths in high traffic and exclusive locations. The photos are free to the consumer and we sell the ad-space on the photo, the screen, and the online integration to the brand. With over three years of experience, we have seen the power that a free photo can have over a consumer. Photobooths as a form of outdoor media have the ability to:  -	Invite consumers to the brand  -	Engage consumers and give them something to do while passively and actively mining information from them  -	Generate real-time discount offers based on demographics, socio-economics, & interests.  -	Track those offers & correlate the purchase with demographic & psychographic data.",,,,,,,,,,,,,,"Advertising, Commerce and Shopping, Mobile, Other, Platforms, Sales and Marketing, Software",1,George Cadena,01-Oct,1,Seed,23/11/2011,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"201,314",11,,,6,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
coworkYA!,https://www.crunchbase.com/organization/coworkya,"Communities, Coworking, Office Administration","Medellín, Antioquia, Colombia",coworkYA brings a true coworking environment to Colombia,"190,736",Latin America,,Active,01/12/2016,day,,,,,For Profit,http://www.coworkya.com,https://www.twitter.com/coworkya,https://www.facebook.com/coworkya,,Info@coworkya.com,(306)615-1407,,,"coworkYA! offers the only professionally and acoustically designed co-working spaces and suites of the private executive office in Medellín, Colombia.",,,,,,,,,,,,,,"Administrative Services, Community and Lifestyle, Real Estate",1,Robert Thorell,01-Oct,2,Seed,10/06/2017,30000,USD,30000,Angel,30000,USD,30000,Angel,30000,USD,30000,30000,USD,30000,"Rick Hoskins, LATAMCORP SAS",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"203,121",3,,,17,,,,,,,,,Colombia,Medellín,Antioquia,0
WinAd,https://www.crunchbase.com/organization/winad,"Advertising, Digital Marketing, Information Technology","Santiago De Cali, Valle del Cauca, Colombia",WinAd is Social Network specialized on connecting users and brands through advertising contests.,"205,701",Latin America,,Active,01/01/2010,year,,,,,For Profit,http://preview.winad.com,,,http://www.linkedin.com/company/winad-www-winad-com-,,(525)633-64,,,WinAd' is Social Network specialized on connecting users and brands through advertising contests.,,,,,,,,,,,,,,"Advertising, Information Technology, Sales and Marketing",2,"Cristian Vaca, Daniel Aguiar",01-Oct,1,Seed,01/03/2014,25000,USD,25000,Seed,25000,USD,25000,Seed,25000,USD,25000,25000,USD,25000,NXTP Ventures,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"219,481",10,,,,,,,,,,,,Colombia,Santiago De Cali,Valle del Cauca,0
ZEturf,https://www.crunchbase.com/organization/zeturf,"Information Services, Racing","Cali, Valle del Cauca, Colombia",ZEturf operates an online information and betting website for horse racing.,"208,953",Latin America,$1M to $10M,Active,01/01/2001,year,,,,,For Profit,http://www.zeturf.com,,,,,356 2133 1605,,,"ZEturf Limited operates an online information and betting Website on horse racing. The company was founded in 2001 and is based in Ta' Xbiex, Malta.",,,,,,,,,,,,,,"Information Technology, Sports",1,Emmanuel Chabot,Nov-50,1,,09/07/2010,9000000,EUR,11375471,Venture - Series Unknown,9000000,EUR,11375471,Venture - Series Unknown,9000000,EUR,11375471,9000000,EUR,11375471,Idinvest Partners,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"223,007",22,,"22,188",8,,,,,,,,,Colombia,Cali,Valle del Cauca,0
ZIO Studios,https://www.crunchbase.com/organization/zio-studios,"Animation, Gaming, Video Games","Bogotá, Distrito Especial, Colombia","ZIO Studios focuses on the creation of various cross-media, multi-platform experiences, including 3D animations, video games, and more.","248,150",Latin America,,Active,01/01/2011,year,,,,,For Profit,http://zio.co,https://www.twitter.com/brainzgames,https://www.facebook.com/brainzgames,,info@zio.co,+57 2 7423100,2,,"ZIO Studios is a transmedia boutique based in BogotÃ¡, Colombia. Our extensive production experience, award-winning creativity, and relentless focus on research and development, have made us leaders in the creation of cross media multi-platform experiences with emphasis on 3D animation, games, mobile applications, video games, TV post-production, and content development for TV, film, mobiles and web.",,,,,,,,,,,,,,"Gaming, Media and Entertainment, Video",1,Jairo Gonzalez,Nov-50,1,Early Stage Venture,24/02/2011,1300000,USD,1300000,Series A,1300000,USD,1300000,Series A,1300000,USD,1300000,1300000,USD,1300000,Promotora de Proyectos,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"265,354",5,,,13,0,2,,Scientific and electric apparatus and instruments,,,,,Colombia,Bogotá,Distrito Especial,0
Isagen,https://www.crunchbase.com/organization/isagen,"CleanTech, Construction, Energy","Medellín, Antioquia, Colombia","Isagen is a cleantech company dedicated to energy generation, construction of projects and commercialization of energy solutions.","273,445",Latin America,,Active,01/01/1997,year,27/03/2012,day,,,For Profit,http://www.isagen.com.co,https://www.twitter.com/isagen,http://www.facebook.com/IsagenEnergiaProductiva,,redessociales@isagen.com.co,+57 4 4487227,2,,"They are a Colombian company dedicated to energy generation, construction of projects, and commercialization of energy solutions, in order to satisfy our customers' needs. ISAGEN owns and operates five power plants, four of which are from hydraulic origin, and the othe one, from thermal origin. The solidity of the Company, its entrepreneurial innovation, Corporate Responsibility practices, and Corporate Government, as well as its sustained growth, make us become an excellent option that generates preference among customers, shareholders, and domestic and international markets.",,,,,,,,,,,,,,"Energy, Real Estate, Sustainability",,,501-1000,1,IPO,11/12/2009,140000000,USD,140000000,Debt Financing,,,,,,,,140000000,USD,140000000,CAF,,1,,,,,,,,,,,,,,Delisted,27/03/2012,,none,,,,,,,ISAGY,https://www.crunchbase.com/ipo/isagen-ipo--81f5320a,BVC - Colombian Stock Exchange,,,"292,453",23,8,14,13,,,,,,,,,Colombia,Medellín,Antioquia,0
PúbliKo,https://www.crunchbase.com/organization/p-bliko,"Communities, Internet, Social Network","Bogotá, Distrito Especial, Colombia",Lets improve our cities together,"284,179",Latin America,,Active,,,,,,,For Profit,http://www.publiko.com.co/,http://twitter.com/PubliKoColombia,http://www.facebook.com/publikocolombia,,,,,,"They are passionate of showing PúbliKo. A two-way system where citizens can create new issues regarding ordinary problems such as a broken street lights, badly parked cars, car accidents, pot holes and unsecure zones that they would like their local government to solve. They can do so by using their iOS and Android App or by using their webpage. On the other hand they developed a web-based Issue Administration Console that they plan to license to the local governments in order for them to take control of the loaded issues and communicate directly with the citizens regarding their action plan and issue resolution. With PúbliKo they are narrowing the communication gap between governments and citizens and improving the life quality in our cities.",,,,,,,,,,,,,,"Community and Lifestyle, Internet Services",2,"Camilo Arrazola, Felipe Arrázola",01-Oct,1,Seed,30/03/2014,25000,USD,25000,Seed,25000,USD,25000,Seed,25000,USD,25000,25000,USD,25000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"303,951",,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Yimup,https://www.crunchbase.com/organization/yimup,"Art, Internet, Online Portals","Bogotá, Distrito Especial, Colombia",Yimup is an online platform that enables emerging artists to create and share their work.,"284,601",Latin America,Less than $1M,Active,01/01/2010,day,,,,,For Profit,http://www.yimup.com/,https://twitter.com/yimup,https://www.facebook.com/Yimup,,info@yimup.net,,,,"Yimup is an online platform that enables emerging artists to create and share their work. It was launched by Bernardo Franco and is based in Bogota, Colombia.",,,,,,,,,,,,,,"Internet Services, Media and Entertainment",1,Bernardo Franco,01-Oct,1,,07/09/2011,24620,EUR,34643,Grant,,,,,,,,24620,EUR,34643,Wayra,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"304,398",13,,,11,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Filecubed,https://www.crunchbase.com/organization/filecubed,"Developer Tools, File Sharing","Bogotá, Distrito Especial, Colombia","Filecubed is a web app for Dropbox that helps users organize, share, and showcase their files.","297,414",Latin America,,Closed,01/01/2012,year,,,,none,For Profit,http://www.filecubed.co,http://twitter.com/FileCubed,,,hello@filecubed.co,,,,"Filecubed is a web app for Dropbox to help users organize, share and showcase their files in a beautiful way.",,,,,,,,,,,,,,Software,2,"Gabriel Albornoz, Juan Ciga",01-Oct,1,Seed,01/01/2012,50000,USD,50000,Seed,50000,USD,50000,Seed,50000,USD,50000,50000,USD,50000,Wayra,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"318,123",,,,1,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Cubbi.co,https://www.crunchbase.com/organization/cubbi-co,"CRM, Small and Medium Businesses","Bogotá, Distrito Especial, Colombia",Cubbi.co,"312,258",Latin America,,Active,01/01/2008,year,,,,,For Profit,,,,,,,,,,,,,,,,,,,,,,,"Information Technology, Other, Sales and Marketing, Software",,,01-Oct,1,,03/09/2011,24534,EUR,34917,Grant,,,,,,,,24534,EUR,34917,Wayra,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"333,974",,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
MiHoraTuHora,https://www.crunchbase.com/organization/mihoratuhora,Impact Investing,"Bogotá, Distrito Especial, Colombia",Plataforma de intercambio de favores donde las actividades tienen valor de acuerdo al tiempo que toma realizarlas. 1 hr mía = 1 hr tuya.,"374,300",Latin America,,Closed,01/01/2013,year,,,,none,For Profit,http://mihoratuhora.com,https://twitter.com/mihoratuhora,https://www.facebook.com/mihoratuhora,https://www.linkedin.com/company-beta/3567511/,,,,,Plataforma de intercambio de favores donde las actividades tienen valor de acuerdo al tiempo que toma realizarlas. 1 hr mía = 1 hr tuya.,,,,,,,,,,,,,,"Financial Services, Lending and Investments",2,"Francisco Javier Cespedes Vinuela, Tomás González Olavarría",,1,,03/12/2013,9000,USD,9000,Non-equity Assistance,,,,,,,,9000,USD,9000,socialab,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"399,973",1,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Geelbe,https://www.crunchbase.com/organization/geelbe,"Brand Marketing, E-Commerce, Fashion, Nightclubs, Shopping","Bogotá, Distrito Especial, Colombia",Geelbe is a private internet purchasing club providing its members with access to coveted fashion and luxury lifestyle brands.,"387,031",Latin America,,Active,01/01/2008,year,,,,,For Profit,http://www.geelbe.com,http://twitter.com/geelbe,https://www.facebook.com/geelbecolombia,,info@corp.geelbe.com,,6,,"Headquartered in Buenos Aires, Argentina, [Geelbe](http://www.geelbe.com) is a privately held company dedicated to providing its members with access to coveted fashion and luxury lifestyle brands at sample sale prices, from 30 to 85 percent off retail price. **Geelbe** hand selects both established and up and coming brands relevant to its membership base. Each **Geelbe** Shopping Event is designer-specific and held over a seven day period or until everything is sold. The **Geelbe** production team creates a special image to introduce each designer and brand to its membership. Each Shopping Event is announced by email, facebook, twitter, blogs, and many other ways. During the hour after the weekday sales kick off, between noon and 1 pm, the site is visited by an average of roughly 10,000 shoppers. For that time, it might as well be the most crowded store in Latin America. Brands consider **Geelbe** as a real, cost effective, organized, growing and money making retail. This is why **Geelbe** works today with more than 400 designers and brands. Customers see **Geelbe** as their daily, funny, rewarding, changing, favorite Shopping Stop. This can be graphically seen in our aggressive growth of members. **Geelbe** was founded in 2008, by Agustin Pallotti and Gaston Bercun, and nowadays has active operations in Mexico, Argentina and Colombia, leading the segment in each market, and the management team is confident on continuing successfully on the execution of their expansion plan.llllllllllllllllllllllllllllll",,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Design, Events, Media and Entertainment, Sales and Marketing",2,"Agustin Pallotti, Gaston Bercun",Nov-50,3,Early Stage Venture,11/12/2009,3200000,USD,3200000,Series B,3200000,USD,3200000,Series B,4700000,USD,4700000,4700000,USD,4700000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"413,434",15,2,274,23,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Milmenus.com,https://www.crunchbase.com/organization/milmenus-com,"Mobile, Restaurants","Bogotá, Distrito Especial, Colombia","Milmenus is a Colombia-based restaurant menu guide offering a database of recipes, reviews, customer ratings, screenshots, and more.","454,636",Latin America,$1M to $10M,Active,07/06/2010,day,,,,,For Profit,http://www.milmenus.com,http://twitter.com/milmenusapp,http://www.facebook.com/milmenus,,gerente@milmenus.com,(57)3205421798,,,"Milmenus.com is the best and most profound restaurant guide in BogotÃ¡, Colombia, soon in the hole country. What we do is offer a neutral, very complete data base of restaurants filtered by zone, type of food and with the most complete information about the restaurant with the menu, location, phone, and map.  We have been online since 1/10/2010, but started doing promotion only recently.",,,,,,,,,,,,,,"Food and Beverage, Mobile",2,"Raul Daza, Sergio Daza",01-Oct,1,Seed,07/06/2010,7500,USD,7500,Seed,7500,USD,7500,Seed,7500,USD,7500,7500,USD,7500,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"484,706",16,,,8,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
Market Over Video,https://www.crunchbase.com/organization/market-over-video,Video,"Bogotá, Distrito Especial, Colombia",Market Over Video,"461,041",Latin America,,Active,,,,,,,For Profit,,,,,,,,,Market Over Video was founded by Camilo Triana.,,,,,,,,,,,,,,"Media and Entertainment, Video",1,Camilo Triana,,1,Seed,05/09/2011,24913,EUR,35201,Seed,24913,EUR,35201,Seed,24913,EUR,35201,24913,EUR,35201,Wayra,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"491,434",,,,,,,,,,,,,Colombia,Bogotá,Distrito Especial,0
